   0.51048   0.00000   0.00000
   1.46014   0.00000   0.00000
   2.64110   0.00000   0.00000
   3.02825   0.00000   0.00000
   4.18237   0.00000   0.00000
   5.78940   0.00000   0.00000
   6.96410   0.00000   0.00000
   7.79087   0.00000   0.00000
   0.38979   1.00000   0.00000
   1.56656   1.00000   0.00000
   2.01321   1.00000   0.00000
   3.27849   1.00000   0.00000
   4.84556   1.00000   0.00000
   5.60114   1.00000   0.00000
   6.44711   1.00000   0.00000
   7.13600   1.00000   0.00000
   0.16037   2.00000   0.00000
   1.27018   2.00000   0.00000
   2.69760   2.00000   0.00000
   3.95152   2.00000   0.00000
   4.85316   2.00000   0.00000
   5.92034   2.00000   0.00000
   6.35794   2.00000   0.00000
   7.27275   2.00000   0.00000
   0.93078   3.00000   0.00000
   1.08782   3.00000   0.00000
   2.19871   3.00000   0.00000
   3.79979   3.00000   0.00000
   4.75787   3.00000   0.00000
   5.25457   3.00000   0.00000
   6.94563   3.00000   0.00000
   7.20185   3.00000   0.00000
   0.69290   4.00000   0.00000
   1.57929   4.00000   0.00000
   2.68942   4.00000   0.00000
   3.35820   4.00000   0.00000
   4.63663   4.00000   0.00000
   5.65762   4.00000   0.00000
   6.87302   4.00000   0.00000
   7.45993   4.00000   0.00000
   0.54251   5.00000   0.00000
   1.65520   5.00000   0.00000
   2.39797   5.00000   0.00000
   3.39712   5.00000   0.00000
   4.25045   5.00000   0.00000
   5.27263   5.00000   0.00000
   6.05592   5.00000   0.00000
   7.70389   5.00000   0.00000
   0.47191   6.00000   0.00000
   1.12322   6.00000   0.00000
   2.94478   6.00000   0.00000
   3.81203   6.00000   0.00000
   4.07091   6.00000   0.00000
   5.84742   6.00000   0.00000
   6.71289   6.00000   0.00000
   7.04837   6.00000   0.00000
   0.58472   7.00000   0.00000
   1.80984   7.00000   0.00000
   2.77348   7.00000   0.00000
   3.75660   7.00000   0.00000
   4.18827   7.00000   0.00000
   5.34089   7.00000   0.00000
   6.91392   7.00000   0.00000
   7.21553   7.00000   0.00000
