  -0.5730722   0.2224871  -2.1019777
  -1.6254369  -0.0051415  -0.1196949
   0.2708438  -0.4458256  -1.0348461
   2.0764592  -0.0862952  -0.3498165
  -0.1110456  -1.1878145  -1.0162230
   0.0654000   2.7878273  -0.6795348
  -2.1021671  -0.3954353   0.7301759
  -0.3352867  -0.2931849  -0.6126683
  -0.3117889   0.4756689  -0.4838500
   0.1966152  -1.1389971   0.9093318
   0.0181266   0.7589802  -0.2078562
  -0.2875420   0.9512944   0.5941204
   0.8017038  -0.4900130   0.3775674
  -1.2312586  -0.1535237  -0.6552573
  -1.1251340   0.2918706   1.8876980
   0.4776119   1.3101972   0.6615870
   0.0226053   1.7358055  -0.5513999
  -0.9266668   0.7995259   0.3783738
  -0.7744972   0.2354056  -0.3240555
  -0.8562169   0.1846258  -1.0249487
  -1.3552173  -0.5096835   1.5308750
  -0.3091048   0.1099166  -0.6968048
   1.0338969  -0.4339031   0.8923249
   0.3034381  -0.1540868  -0.6357452
  -0.8452364  -0.2488817   0.7768364
  -0.2979884   2.6088563  -1.6233612
   0.6977219   1.3380968  -0.4577059
  -2.0982156   1.3362996  -0.6349103
   1.2825386   0.2702257  -1.0039538
  -0.1287632  -0.3649876  -1.0203565
   0.3248907  -0.3238404  -1.0007895
  -0.9317684   1.4894554  -0.9684775
  -1.3356757  -1.8727835   0.7728751
   1.4566776   0.2803742  -0.1904467
  -0.4664350   0.1973786   0.5606667
  -0.8715998   1.3230961  -0.7684254
   0.4243726  -0.7028730   1.2376779
   0.1068550   1.4684186   2.1898767
  -0.3142362  -0.8100034  -0.7381277
  -0.4352622  -0.5649276   0.4682642
   1.8479601   2.0841735  -0.9377892
  -0.1663654  -0.5641263  -0.4302358
  -0.3112418   0.7115058   1.1872414
  -1.1171077  -0.1672363  -0.5817978
  -0.8780203  -0.8856042   1.0019360
   0.0788238   1.4576903   0.6292532
  -1.2404678   0.4541118  -1.3074568
  -0.7536071  -0.3449818  -0.5840695
   0.2321532  -0.9329912   0.9012862
   0.1828043   1.5146376   0.4714555
   1.2506263  -0.6518191  -0.4067884
  -1.6266453  -0.4793644   0.3846181
  -0.2159825   0.3473924   0.1452547
  -0.3861885   0.7767040   0.0876291
  -0.7586657   0.3252729   1.9240805
  -1.1387128   1.2865866  -0.1833262
  -1.3866771  -1.2722328  -0.8031712
  -0.6384655  -0.7673545  -1.2661481
   0.4075980  -0.2627599   2.7057114
  -1.6428281   0.9936396   0.6939151
   0.3161936   0.1456712  -1.1285612
  -0.8416608  -0.5855717   0.6175221
   1.0449134  -1.3040804   2.3537077
   0.1069493  -0.4068843  -1.0493257
